idx,image_file,mask_file,type
540,image-12_hflip_rot45.png,mask-12_hflip_rot45.png,train
1080,image-12_hflip_rot90.png,mask-12_hflip_rot90.png,train
3240,image-12_hflip_rot270.png,mask-12_hflip_rot270.png,train
2160,image-12_hflip_rot180.png,mask-12_hflip_rot180.png,train
540,image-12_vflip_rot45.png,mask-12_vflip_rot45.png,train
1080,image-12_vflip_rot90.png,mask-12_vflip_rot90.png,train
3240,image-12_vflip_rot270.png,mask-12_vflip_rot270.png,train
2160,image-12_vflip_rot180.png,mask-12_vflip_rot180.png,train
231,image-21_vflip.png,mask-21_vflip.png,train
252,image-21_hflip.png,mask-21_hflip.png,train
945,image-21_rot45.png,mask-21_rot45.png,train
1890,image-21_rot90.png,mask-21_rot90.png,train
5670,image-21_rot270.png,mask-21_rot270.png,train
3780,image-21_rot180.png,mask-21_rot180.png,train
945,image-21_hflip_rot45.png,mask-21_hflip_rot45.png,train
1890,image-21_hflip_rot90.png,mask-21_hflip_rot90.png,train
5670,image-21_hflip_rot270.png,mask-21_hflip_rot270.png,train
3780,image-21_hflip_rot180.png,mask-21_hflip_rot180.png,train
945,image-21_vflip_rot45.png,mask-21_vflip_rot45.png,train
1890,image-21_vflip_rot90.png,mask-21_vflip_rot90.png,train
5670,image-21_vflip_rot270.png,mask-21_vflip_rot270.png,train
3780,image-21_vflip_rot180.png,mask-21_vflip_rot180.png,train
264,image-24_vflip.png,mask-24_vflip.png,train
288,image-24_hflip.png,mask-24_hflip.png,train
1080,image-24_rot45.png,mask-24_rot45.png,train
2160,image-24_rot90.png,mask-24_rot90.png,train
6480,image-24_rot270.png,mask-24_rot270.png,train
4320,image-24_rot180.png,mask-24_rot180.png,train
1080,image-24_hflip_rot45.png,mask-24_hflip_rot45.png,train
2160,image-24_hflip_rot90.png,mask-24_hflip_rot90.png,train
6480,image-24_hflip_rot270.png,mask-24_hflip_rot270.png,train
4320,image-24_hflip_rot180.png,mask-24_hflip_rot180.png,train
1080,image-24_vflip_rot45.png,mask-24_vflip_rot45.png,train
2160,image-24_vflip_rot90.png,mask-24_vflip_rot90.png,train
6480,image-24_vflip_rot270.png,mask-24_vflip_rot270.png,train
4320,image-24_vflip_rot180.png,mask-24_vflip_rot180.png,train
297,image-27_vflip.png,mask-27_vflip.png,train
324,image-27_hflip.png,mask-27_hflip.png,train
1215,image-27_rot45.png,mask-27_rot45.png,train
2430,image-27_rot90.png,mask-27_rot90.png,train
7290,image-27_rot270.png,mask-27_rot270.png,train
4860,image-27_rot180.png,mask-27_rot180.png,train
1215,image-27_hflip_rot45.png,mask-27_hflip_rot45.png,train
2430,image-27_hflip_rot90.png,mask-27_hflip_rot90.png,train
7290,image-27_hflip_rot270.png,mask-27_hflip_rot270.png,train
4860,image-27_hflip_rot180.png,mask-27_hflip_rot180.png,train
1215,image-27_vflip_rot45.png,mask-27_vflip_rot45.png,train
2430,image-27_vflip_rot90.png,mask-27_vflip_rot90.png,train
7290,image-27_vflip_rot270.png,mask-27_vflip_rot270.png,train
4860,image-27_vflip_rot180.png,mask-27_vflip_rot180.png,train
308,image-28_vflip.png,mask-28_vflip.png,train
336,image-28_hflip.png,mask-28_hflip.png,train
1260,image-28_rot45.png,mask-28_rot45.png,train
2520,image-28_rot90.png,mask-28_rot90.png,train
7560,image-28_rot270.png,mask-28_rot270.png,train
5040,image-28_rot180.png,mask-28_rot180.png,train
1260,image-28_hflip_rot45.png,mask-28_hflip_rot45.png,train
2520,image-28_hflip_rot90.png,mask-28_hflip_rot90.png,train
7560,image-28_hflip_rot270.png,mask-28_hflip_rot270.png,train
5040,image-28_hflip_rot180.png,mask-28_hflip_rot180.png,train
1260,image-28_vflip_rot45.png,mask-28_vflip_rot45.png,train
2520,image-28_vflip_rot90.png,mask-28_vflip_rot90.png,train
7560,image-28_vflip_rot270.png,mask-28_vflip_rot270.png,train
5040,image-28_vflip_rot180.png,mask-28_vflip_rot180.png,train
330,image-30_vflip.png,mask-30_vflip.png,train
360,image-30_hflip.png,mask-30_hflip.png,train
1350,image-30_rot45.png,mask-30_rot45.png,train
2700,image-30_rot90.png,mask-30_rot90.png,train
8100,image-30_rot270.png,mask-30_rot270.png,train
5400,image-30_rot180.png,mask-30_rot180.png,train
1350,image-30_hflip_rot45.png,mask-30_hflip_rot45.png,train
2700,image-30_hflip_rot90.png,mask-30_hflip_rot90.png,train
8100,image-30_hflip_rot270.png,mask-30_hflip_rot270.png,train
5400,image-30_hflip_rot180.png,mask-30_hflip_rot180.png,train
1350,image-30_vflip_rot45.png,mask-30_vflip_rot45.png,train
2700,image-30_vflip_rot90.png,mask-30_vflip_rot90.png,train
8100,image-30_vflip_rot270.png,mask-30_vflip_rot270.png,train
5400,image-30_vflip_rot180.png,mask-30_vflip_rot180.png,train
473,image-43_vflip.png,mask-43_vflip.png,train
516,image-43_hflip.png,mask-43_hflip.png,train
1935,image-43_rot45.png,mask-43_rot45.png,train
3870,image-43_rot90.png,mask-43_rot90.png,train
11610,image-43_rot270.png,mask-43_rot270.png,train
7740,image-43_rot180.png,mask-43_rot180.png,train
1935,image-43_hflip_rot45.png,mask-43_hflip_rot45.png,train
3870,image-43_hflip_rot90.png,mask-43_hflip_rot90.png,train
11610,image-43_hflip_rot270.png,mask-43_hflip_rot270.png,train
7740,image-43_hflip_rot180.png,mask-43_hflip_rot180.png,train
1935,image-43_vflip_rot45.png,mask-43_vflip_rot45.png,train
3870,image-43_vflip_rot90.png,mask-43_vflip_rot90.png,train
11610,image-43_vflip_rot270.png,mask-43_vflip_rot270.png,train
7740,image-43_vflip_rot180.png,mask-43_vflip_rot180.png,train
