idx,image_file,mask_file,type
2880,image-16_hflip_rot180.png,mask-16_hflip_rot180.png,test
480,image-16_vflip_rot30.png,mask-16_vflip_rot30.png,test
720,image-16_vflip_rot45.png,mask-16_vflip_rot45.png,test
960,image-16_vflip_rot60.png,mask-16_vflip_rot60.png,test
1440,image-16_vflip_rot90.png,mask-16_vflip_rot90.png,test
5280,image-16_vflip_rot330.png,mask-16_vflip_rot330.png,test
5040,image-16_vflip_rot315.png,mask-16_vflip_rot315.png,test
4800,image-16_vflip_rot300.png,mask-16_vflip_rot300.png,test
4320,image-16_vflip_rot270.png,mask-16_vflip_rot270.png,test
2880,image-16_vflip_rot180.png,mask-16_vflip_rot180.png,test
319,image-29_vflip.png,mask-29_vflip.png,test
348,image-29_hflip.png,mask-29_hflip.png,test
870,image-29_rot30.png,mask-29_rot30.png,test
1305,image-29_rot45.png,mask-29_rot45.png,test
1740,image-29_rot60.png,mask-29_rot60.png,test
2610,image-29_rot90.png,mask-29_rot90.png,test
9570,image-29_rot330.png,mask-29_rot330.png,test
9135,image-29_rot315.png,mask-29_rot315.png,test
8700,image-29_rot300.png,mask-29_rot300.png,test
7830,image-29_rot270.png,mask-29_rot270.png,test
5220,image-29_rot180.png,mask-29_rot180.png,test
870,image-29_hflip_rot30.png,mask-29_hflip_rot30.png,test
1305,image-29_hflip_rot45.png,mask-29_hflip_rot45.png,test
1740,image-29_hflip_rot60.png,mask-29_hflip_rot60.png,test
2610,image-29_hflip_rot90.png,mask-29_hflip_rot90.png,test
9570,image-29_hflip_rot330.png,mask-29_hflip_rot330.png,test
9135,image-29_hflip_rot315.png,mask-29_hflip_rot315.png,test
8700,image-29_hflip_rot300.png,mask-29_hflip_rot300.png,test
7830,image-29_hflip_rot270.png,mask-29_hflip_rot270.png,test
5220,image-29_hflip_rot180.png,mask-29_hflip_rot180.png,test
870,image-29_vflip_rot30.png,mask-29_vflip_rot30.png,test
1305,image-29_vflip_rot45.png,mask-29_vflip_rot45.png,test
1740,image-29_vflip_rot60.png,mask-29_vflip_rot60.png,test
2610,image-29_vflip_rot90.png,mask-29_vflip_rot90.png,test
9570,image-29_vflip_rot330.png,mask-29_vflip_rot330.png,test
9135,image-29_vflip_rot315.png,mask-29_vflip_rot315.png,test
8700,image-29_vflip_rot300.png,mask-29_vflip_rot300.png,test
7830,image-29_vflip_rot270.png,mask-29_vflip_rot270.png,test
5220,image-29_vflip_rot180.png,mask-29_vflip_rot180.png,test
396,image-36_vflip.png,mask-36_vflip.png,test
432,image-36_hflip.png,mask-36_hflip.png,test
1080,image-36_rot30.png,mask-36_rot30.png,test
1620,image-36_rot45.png,mask-36_rot45.png,test
2160,image-36_rot60.png,mask-36_rot60.png,test
3240,image-36_rot90.png,mask-36_rot90.png,test
11880,image-36_rot330.png,mask-36_rot330.png,test
11340,image-36_rot315.png,mask-36_rot315.png,test
10800,image-36_rot300.png,mask-36_rot300.png,test
9720,image-36_rot270.png,mask-36_rot270.png,test
6480,image-36_rot180.png,mask-36_rot180.png,test
1080,image-36_hflip_rot30.png,mask-36_hflip_rot30.png,test
1620,image-36_hflip_rot45.png,mask-36_hflip_rot45.png,test
2160,image-36_hflip_rot60.png,mask-36_hflip_rot60.png,test
3240,image-36_hflip_rot90.png,mask-36_hflip_rot90.png,test
11880,image-36_hflip_rot330.png,mask-36_hflip_rot330.png,test
11340,image-36_hflip_rot315.png,mask-36_hflip_rot315.png,test
10800,image-36_hflip_rot300.png,mask-36_hflip_rot300.png,test
9720,image-36_hflip_rot270.png,mask-36_hflip_rot270.png,test
6480,image-36_hflip_rot180.png,mask-36_hflip_rot180.png,test
1080,image-36_vflip_rot30.png,mask-36_vflip_rot30.png,test
1620,image-36_vflip_rot45.png,mask-36_vflip_rot45.png,test
2160,image-36_vflip_rot60.png,mask-36_vflip_rot60.png,test
3240,image-36_vflip_rot90.png,mask-36_vflip_rot90.png,test
11880,image-36_vflip_rot330.png,mask-36_vflip_rot330.png,test
11340,image-36_vflip_rot315.png,mask-36_vflip_rot315.png,test
10800,image-36_vflip_rot300.png,mask-36_vflip_rot300.png,test
9720,image-36_vflip_rot270.png,mask-36_vflip_rot270.png,test
6480,image-36_vflip_rot180.png,mask-36_vflip_rot180.png,test
22,image-2_vflip.png,mask-2_vflip.png,train
24,image-2_hflip.png,mask-2_hflip.png,train
60,image-2_rot30.png,mask-2_rot30.png,train
90,image-2_rot45.png,mask-2_rot45.png,train
120,image-2_rot60.png,mask-2_rot60.png,train
180,image-2_rot90.png,mask-2_rot90.png,train
660,image-2_rot330.png,mask-2_rot330.png,train
630,image-2_rot315.png,mask-2_rot315.png,train
600,image-2_rot300.png,mask-2_rot300.png,train
540,image-2_rot270.png,mask-2_rot270.png,train
360,image-2_rot180.png,mask-2_rot180.png,train
60,image-2_hflip_rot30.png,mask-2_hflip_rot30.png,train
90,image-2_hflip_rot45.png,mask-2_hflip_rot45.png,train
120,image-2_hflip_rot60.png,mask-2_hflip_rot60.png,train
180,image-2_hflip_rot90.png,mask-2_hflip_rot90.png,train
660,image-2_hflip_rot330.png,mask-2_hflip_rot330.png,train
630,image-2_hflip_rot315.png,mask-2_hflip_rot315.png,train
600,image-2_hflip_rot300.png,mask-2_hflip_rot300.png,train
540,image-2_hflip_rot270.png,mask-2_hflip_rot270.png,train
360,image-2_hflip_rot180.png,mask-2_hflip_rot180.png,train
60,image-2_vflip_rot30.png,mask-2_vflip_rot30.png,train
90,image-2_vflip_rot45.png,mask-2_vflip_rot45.png,train
120,image-2_vflip_rot60.png,mask-2_vflip_rot60.png,train
180,image-2_vflip_rot90.png,mask-2_vflip_rot90.png,train
660,image-2_vflip_rot330.png,mask-2_vflip_rot330.png,train
630,image-2_vflip_rot315.png,mask-2_vflip_rot315.png,train
600,image-2_vflip_rot300.png,mask-2_vflip_rot300.png,train
540,image-2_vflip_rot270.png,mask-2_vflip_rot270.png,train
360,image-2_vflip_rot180.png,mask-2_vflip_rot180.png,train
77,image-7_vflip.png,mask-7_vflip.png,train
84,image-7_hflip.png,mask-7_hflip.png,train
210,image-7_rot30.png,mask-7_rot30.png,train
315,image-7_rot45.png,mask-7_rot45.png,train
420,image-7_rot60.png,mask-7_rot60.png,train
630,image-7_rot90.png,mask-7_rot90.png,train
2310,image-7_rot330.png,mask-7_rot330.png,train
2205,image-7_rot315.png,mask-7_rot315.png,train
2100,image-7_rot300.png,mask-7_rot300.png,train
1890,image-7_rot270.png,mask-7_rot270.png,train
1260,image-7_rot180.png,mask-7_rot180.png,train
210,image-7_hflip_rot30.png,mask-7_hflip_rot30.png,train
315,image-7_hflip_rot45.png,mask-7_hflip_rot45.png,train
420,image-7_hflip_rot60.png,mask-7_hflip_rot60.png,train
630,image-7_hflip_rot90.png,mask-7_hflip_rot90.png,train
2310,image-7_hflip_rot330.png,mask-7_hflip_rot330.png,train
2205,image-7_hflip_rot315.png,mask-7_hflip_rot315.png,train
2100,image-7_hflip_rot300.png,mask-7_hflip_rot300.png,train
1890,image-7_hflip_rot270.png,mask-7_hflip_rot270.png,train
1260,image-7_hflip_rot180.png,mask-7_hflip_rot180.png,train
210,image-7_vflip_rot30.png,mask-7_vflip_rot30.png,train
315,image-7_vflip_rot45.png,mask-7_vflip_rot45.png,train
420,image-7_vflip_rot60.png,mask-7_vflip_rot60.png,train
630,image-7_vflip_rot90.png,mask-7_vflip_rot90.png,train
2310,image-7_vflip_rot330.png,mask-7_vflip_rot330.png,train
2205,image-7_vflip_rot315.png,mask-7_vflip_rot315.png,train
2100,image-7_vflip_rot300.png,mask-7_vflip_rot300.png,train
1890,image-7_vflip_rot270.png,mask-7_vflip_rot270.png,train
1260,image-7_vflip_rot180.png,mask-7_vflip_rot180.png,train
110,image-10_vflip.png,mask-10_vflip.png,train
120,image-10_hflip.png,mask-10_hflip.png,train
300,image-10_rot30.png,mask-10_rot30.png,train
450,image-10_rot45.png,mask-10_rot45.png,train
600,image-10_rot60.png,mask-10_rot60.png,train
900,image-10_rot90.png,mask-10_rot90.png,train
3300,image-10_rot330.png,mask-10_rot330.png,train
3150,image-10_rot315.png,mask-10_rot315.png,train
3000,image-10_rot300.png,mask-10_rot300.png,train
2700,image-10_rot270.png,mask-10_rot270.png,train
1800,image-10_rot180.png,mask-10_rot180.png,train
300,image-10_hflip_rot30.png,mask-10_hflip_rot30.png,train
450,image-10_hflip_rot45.png,mask-10_hflip_rot45.png,train
600,image-10_hflip_rot60.png,mask-10_hflip_rot60.png,train
900,image-10_hflip_rot90.png,mask-10_hflip_rot90.png,train
3300,image-10_hflip_rot330.png,mask-10_hflip_rot330.png,train
3150,image-10_hflip_rot315.png,mask-10_hflip_rot315.png,train
3000,image-10_hflip_rot300.png,mask-10_hflip_rot300.png,train
2700,image-10_hflip_rot270.png,mask-10_hflip_rot270.png,train
1800,image-10_hflip_rot180.png,mask-10_hflip_rot180.png,train
300,image-10_vflip_rot30.png,mask-10_vflip_rot30.png,train
450,image-10_vflip_rot45.png,mask-10_vflip_rot45.png,train
600,image-10_vflip_rot60.png,mask-10_vflip_rot60.png,train
900,image-10_vflip_rot90.png,mask-10_vflip_rot90.png,train
3300,image-10_vflip_rot330.png,mask-10_vflip_rot330.png,train
3150,image-10_vflip_rot315.png,mask-10_vflip_rot315.png,train
3000,image-10_vflip_rot300.png,mask-10_vflip_rot300.png,train
2700,image-10_vflip_rot270.png,mask-10_vflip_rot270.png,train
1800,image-10_vflip_rot180.png,mask-10_vflip_rot180.png,train
132,image-12_vflip.png,mask-12_vflip.png,train
144,image-12_hflip.png,mask-12_hflip.png,train
360,image-12_rot30.png,mask-12_rot30.png,train
540,image-12_rot45.png,mask-12_rot45.png,train
720,image-12_rot60.png,mask-12_rot60.png,train
1080,image-12_rot90.png,mask-12_rot90.png,train
3960,image-12_rot330.png,mask-12_rot330.png,train
3780,image-12_rot315.png,mask-12_rot315.png,train
3600,image-12_rot300.png,mask-12_rot300.png,train
3240,image-12_rot270.png,mask-12_rot270.png,train
2160,image-12_rot180.png,mask-12_rot180.png,train
360,image-12_hflip_rot30.png,mask-12_hflip_rot30.png,train
540,image-12_hflip_rot45.png,mask-12_hflip_rot45.png,train
720,image-12_hflip_rot60.png,mask-12_hflip_rot60.png,train
1080,image-12_hflip_rot90.png,mask-12_hflip_rot90.png,train
3960,image-12_hflip_rot330.png,mask-12_hflip_rot330.png,train
3780,image-12_hflip_rot315.png,mask-12_hflip_rot315.png,train
3600,image-12_hflip_rot300.png,mask-12_hflip_rot300.png,train
3240,image-12_hflip_rot270.png,mask-12_hflip_rot270.png,train
2160,image-12_hflip_rot180.png,mask-12_hflip_rot180.png,train
360,image-12_vflip_rot30.png,mask-12_vflip_rot30.png,train
540,image-12_vflip_rot45.png,mask-12_vflip_rot45.png,train
720,image-12_vflip_rot60.png,mask-12_vflip_rot60.png,train
1080,image-12_vflip_rot90.png,mask-12_vflip_rot90.png,train
3960,image-12_vflip_rot330.png,mask-12_vflip_rot330.png,train
3780,image-12_vflip_rot315.png,mask-12_vflip_rot315.png,train
3600,image-12_vflip_rot300.png,mask-12_vflip_rot300.png,train
3240,image-12_vflip_rot270.png,mask-12_vflip_rot270.png,train
2160,image-12_vflip_rot180.png,mask-12_vflip_rot180.png,train
231,image-21_vflip.png,mask-21_vflip.png,train
252,image-21_hflip.png,mask-21_hflip.png,train
630,image-21_rot30.png,mask-21_rot30.png,train
945,image-21_rot45.png,mask-21_rot45.png,train
1260,image-21_rot60.png,mask-21_rot60.png,train
1890,image-21_rot90.png,mask-21_rot90.png,train
6930,image-21_rot330.png,mask-21_rot330.png,train
6615,image-21_rot315.png,mask-21_rot315.png,train
6300,image-21_rot300.png,mask-21_rot300.png,train
5670,image-21_rot270.png,mask-21_rot270.png,train
3780,image-21_rot180.png,mask-21_rot180.png,train
630,image-21_hflip_rot30.png,mask-21_hflip_rot30.png,train
945,image-21_hflip_rot45.png,mask-21_hflip_rot45.png,train
1260,image-21_hflip_rot60.png,mask-21_hflip_rot60.png,train
1890,image-21_hflip_rot90.png,mask-21_hflip_rot90.png,train
6930,image-21_hflip_rot330.png,mask-21_hflip_rot330.png,train
6615,image-21_hflip_rot315.png,mask-21_hflip_rot315.png,train
6300,image-21_hflip_rot300.png,mask-21_hflip_rot300.png,train
5670,image-21_hflip_rot270.png,mask-21_hflip_rot270.png,train
3780,image-21_hflip_rot180.png,mask-21_hflip_rot180.png,train
630,image-21_vflip_rot30.png,mask-21_vflip_rot30.png,train
945,image-21_vflip_rot45.png,mask-21_vflip_rot45.png,train
1260,image-21_vflip_rot60.png,mask-21_vflip_rot60.png,train
1890,image-21_vflip_rot90.png,mask-21_vflip_rot90.png,train
6930,image-21_vflip_rot330.png,mask-21_vflip_rot330.png,train
6615,image-21_vflip_rot315.png,mask-21_vflip_rot315.png,train
6300,image-21_vflip_rot300.png,mask-21_vflip_rot300.png,train
5670,image-21_vflip_rot270.png,mask-21_vflip_rot270.png,train
3780,image-21_vflip_rot180.png,mask-21_vflip_rot180.png,train
264,image-24_vflip.png,mask-24_vflip.png,train
288,image-24_hflip.png,mask-24_hflip.png,train
720,image-24_rot30.png,mask-24_rot30.png,train
1080,image-24_rot45.png,mask-24_rot45.png,train
1440,image-24_rot60.png,mask-24_rot60.png,train
2160,image-24_rot90.png,mask-24_rot90.png,train
7920,image-24_rot330.png,mask-24_rot330.png,train
7560,image-24_rot315.png,mask-24_rot315.png,train
7200,image-24_rot300.png,mask-24_rot300.png,train
6480,image-24_rot270.png,mask-24_rot270.png,train
4320,image-24_rot180.png,mask-24_rot180.png,train
720,image-24_hflip_rot30.png,mask-24_hflip_rot30.png,train
1080,image-24_hflip_rot45.png,mask-24_hflip_rot45.png,train
1440,image-24_hflip_rot60.png,mask-24_hflip_rot60.png,train
2160,image-24_hflip_rot90.png,mask-24_hflip_rot90.png,train
7920,image-24_hflip_rot330.png,mask-24_hflip_rot330.png,train
7560,image-24_hflip_rot315.png,mask-24_hflip_rot315.png,train
7200,image-24_hflip_rot300.png,mask-24_hflip_rot300.png,train
6480,image-24_hflip_rot270.png,mask-24_hflip_rot270.png,train
4320,image-24_hflip_rot180.png,mask-24_hflip_rot180.png,train
720,image-24_vflip_rot30.png,mask-24_vflip_rot30.png,train
1080,image-24_vflip_rot45.png,mask-24_vflip_rot45.png,train
1440,image-24_vflip_rot60.png,mask-24_vflip_rot60.png,train
2160,image-24_vflip_rot90.png,mask-24_vflip_rot90.png,train
7920,image-24_vflip_rot330.png,mask-24_vflip_rot330.png,train
7560,image-24_vflip_rot315.png,mask-24_vflip_rot315.png,train
7200,image-24_vflip_rot300.png,mask-24_vflip_rot300.png,train
6480,image-24_vflip_rot270.png,mask-24_vflip_rot270.png,train
4320,image-24_vflip_rot180.png,mask-24_vflip_rot180.png,train
297,image-27_vflip.png,mask-27_vflip.png,train
324,image-27_hflip.png,mask-27_hflip.png,train
810,image-27_rot30.png,mask-27_rot30.png,train
1215,image-27_rot45.png,mask-27_rot45.png,train
1620,image-27_rot60.png,mask-27_rot60.png,train
2430,image-27_rot90.png,mask-27_rot90.png,train
8910,image-27_rot330.png,mask-27_rot330.png,train
8505,image-27_rot315.png,mask-27_rot315.png,train
8100,image-27_rot300.png,mask-27_rot300.png,train
7290,image-27_rot270.png,mask-27_rot270.png,train
4860,image-27_rot180.png,mask-27_rot180.png,train
810,image-27_hflip_rot30.png,mask-27_hflip_rot30.png,train
1215,image-27_hflip_rot45.png,mask-27_hflip_rot45.png,train
1620,image-27_hflip_rot60.png,mask-27_hflip_rot60.png,train
2430,image-27_hflip_rot90.png,mask-27_hflip_rot90.png,train
8910,image-27_hflip_rot330.png,mask-27_hflip_rot330.png,train
8505,image-27_hflip_rot315.png,mask-27_hflip_rot315.png,train
8100,image-27_hflip_rot300.png,mask-27_hflip_rot300.png,train
7290,image-27_hflip_rot270.png,mask-27_hflip_rot270.png,train
4860,image-27_hflip_rot180.png,mask-27_hflip_rot180.png,train
810,image-27_vflip_rot30.png,mask-27_vflip_rot30.png,train
1215,image-27_vflip_rot45.png,mask-27_vflip_rot45.png,train
1620,image-27_vflip_rot60.png,mask-27_vflip_rot60.png,train
2430,image-27_vflip_rot90.png,mask-27_vflip_rot90.png,train
8910,image-27_vflip_rot330.png,mask-27_vflip_rot330.png,train
8505,image-27_vflip_rot315.png,mask-27_vflip_rot315.png,train
8100,image-27_vflip_rot300.png,mask-27_vflip_rot300.png,train
7290,image-27_vflip_rot270.png,mask-27_vflip_rot270.png,train
4860,image-27_vflip_rot180.png,mask-27_vflip_rot180.png,train
308,image-28_vflip.png,mask-28_vflip.png,train
336,image-28_hflip.png,mask-28_hflip.png,train
840,image-28_rot30.png,mask-28_rot30.png,train
1260,image-28_rot45.png,mask-28_rot45.png,train
1680,image-28_rot60.png,mask-28_rot60.png,train
2520,image-28_rot90.png,mask-28_rot90.png,train
9240,image-28_rot330.png,mask-28_rot330.png,train
8820,image-28_rot315.png,mask-28_rot315.png,train
8400,image-28_rot300.png,mask-28_rot300.png,train
7560,image-28_rot270.png,mask-28_rot270.png,train
5040,image-28_rot180.png,mask-28_rot180.png,train
840,image-28_hflip_rot30.png,mask-28_hflip_rot30.png,train
1260,image-28_hflip_rot45.png,mask-28_hflip_rot45.png,train
1680,image-28_hflip_rot60.png,mask-28_hflip_rot60.png,train
2520,image-28_hflip_rot90.png,mask-28_hflip_rot90.png,train
9240,image-28_hflip_rot330.png,mask-28_hflip_rot330.png,train
8820,image-28_hflip_rot315.png,mask-28_hflip_rot315.png,train
8400,image-28_hflip_rot300.png,mask-28_hflip_rot300.png,train
7560,image-28_hflip_rot270.png,mask-28_hflip_rot270.png,train
5040,image-28_hflip_rot180.png,mask-28_hflip_rot180.png,train
840,image-28_vflip_rot30.png,mask-28_vflip_rot30.png,train
1260,image-28_vflip_rot45.png,mask-28_vflip_rot45.png,train
1680,image-28_vflip_rot60.png,mask-28_vflip_rot60.png,train
2520,image-28_vflip_rot90.png,mask-28_vflip_rot90.png,train
9240,image-28_vflip_rot330.png,mask-28_vflip_rot330.png,train
8820,image-28_vflip_rot315.png,mask-28_vflip_rot315.png,train
8400,image-28_vflip_rot300.png,mask-28_vflip_rot300.png,train
7560,image-28_vflip_rot270.png,mask-28_vflip_rot270.png,train
5040,image-28_vflip_rot180.png,mask-28_vflip_rot180.png,train
330,image-30_vflip.png,mask-30_vflip.png,train
360,image-30_hflip.png,mask-30_hflip.png,train
900,image-30_rot30.png,mask-30_rot30.png,train
1350,image-30_rot45.png,mask-30_rot45.png,train
1800,image-30_rot60.png,mask-30_rot60.png,train
2700,image-30_rot90.png,mask-30_rot90.png,train
9900,image-30_rot330.png,mask-30_rot330.png,train
9450,image-30_rot315.png,mask-30_rot315.png,train
9000,image-30_rot300.png,mask-30_rot300.png,train
8100,image-30_rot270.png,mask-30_rot270.png,train
5400,image-30_rot180.png,mask-30_rot180.png,train
900,image-30_hflip_rot30.png,mask-30_hflip_rot30.png,train
1350,image-30_hflip_rot45.png,mask-30_hflip_rot45.png,train
1800,image-30_hflip_rot60.png,mask-30_hflip_rot60.png,train
2700,image-30_hflip_rot90.png,mask-30_hflip_rot90.png,train
9900,image-30_hflip_rot330.png,mask-30_hflip_rot330.png,train
9450,image-30_hflip_rot315.png,mask-30_hflip_rot315.png,train
9000,image-30_hflip_rot300.png,mask-30_hflip_rot300.png,train
8100,image-30_hflip_rot270.png,mask-30_hflip_rot270.png,train
5400,image-30_hflip_rot180.png,mask-30_hflip_rot180.png,train
900,image-30_vflip_rot30.png,mask-30_vflip_rot30.png,train
1350,image-30_vflip_rot45.png,mask-30_vflip_rot45.png,train
1800,image-30_vflip_rot60.png,mask-30_vflip_rot60.png,train
2700,image-30_vflip_rot90.png,mask-30_vflip_rot90.png,train
9900,image-30_vflip_rot330.png,mask-30_vflip_rot330.png,train
9450,image-30_vflip_rot315.png,mask-30_vflip_rot315.png,train
9000,image-30_vflip_rot300.png,mask-30_vflip_rot300.png,train
8100,image-30_vflip_rot270.png,mask-30_vflip_rot270.png,train
5400,image-30_vflip_rot180.png,mask-30_vflip_rot180.png,train
473,image-43_vflip.png,mask-43_vflip.png,train
516,image-43_hflip.png,mask-43_hflip.png,train
1290,image-43_rot30.png,mask-43_rot30.png,train
1935,image-43_rot45.png,mask-43_rot45.png,train
2580,image-43_rot60.png,mask-43_rot60.png,train
3870,image-43_rot90.png,mask-43_rot90.png,train
14190,image-43_rot330.png,mask-43_rot330.png,train
13545,image-43_rot315.png,mask-43_rot315.png,train
12900,image-43_rot300.png,mask-43_rot300.png,train
11610,image-43_rot270.png,mask-43_rot270.png,train
7740,image-43_rot180.png,mask-43_rot180.png,train
1290,image-43_hflip_rot30.png,mask-43_hflip_rot30.png,train
1935,image-43_hflip_rot45.png,mask-43_hflip_rot45.png,train
2580,image-43_hflip_rot60.png,mask-43_hflip_rot60.png,train
3870,image-43_hflip_rot90.png,mask-43_hflip_rot90.png,train
14190,image-43_hflip_rot330.png,mask-43_hflip_rot330.png,train
13545,image-43_hflip_rot315.png,mask-43_hflip_rot315.png,train
12900,image-43_hflip_rot300.png,mask-43_hflip_rot300.png,train
11610,image-43_hflip_rot270.png,mask-43_hflip_rot270.png,train
7740,image-43_hflip_rot180.png,mask-43_hflip_rot180.png,train
1290,image-43_vflip_rot30.png,mask-43_vflip_rot30.png,train
1935,image-43_vflip_rot45.png,mask-43_vflip_rot45.png,train
2580,image-43_vflip_rot60.png,mask-43_vflip_rot60.png,train
3870,image-43_vflip_rot90.png,mask-43_vflip_rot90.png,train
14190,image-43_vflip_rot330.png,mask-43_vflip_rot330.png,train
13545,image-43_vflip_rot315.png,mask-43_vflip_rot315.png,train
12900,image-43_vflip_rot300.png,mask-43_vflip_rot300.png,train
11610,image-43_vflip_rot270.png,mask-43_vflip_rot270.png,train
7740,image-43_vflip_rot180.png,mask-43_vflip_rot180.png,train
121,image-11_vflip.png,mask-11_vflip.png,val
132,image-11_hflip.png,mask-11_hflip.png,val
330,image-11_rot30.png,mask-11_rot30.png,val
495,image-11_rot45.png,mask-11_rot45.png,val
660,image-11_rot60.png,mask-11_rot60.png,val
990,image-11_rot90.png,mask-11_rot90.png,val
3630,image-11_rot330.png,mask-11_rot330.png,val
3465,image-11_rot315.png,mask-11_rot315.png,val
3300,image-11_rot300.png,mask-11_rot300.png,val
2970,image-11_rot270.png,mask-11_rot270.png,val
1980,image-11_rot180.png,mask-11_rot180.png,val
330,image-11_hflip_rot30.png,mask-11_hflip_rot30.png,val
495,image-11_hflip_rot45.png,mask-11_hflip_rot45.png,val
660,image-11_hflip_rot60.png,mask-11_hflip_rot60.png,val
990,image-11_hflip_rot90.png,mask-11_hflip_rot90.png,val
3630,image-11_hflip_rot330.png,mask-11_hflip_rot330.png,val
3465,image-11_hflip_rot315.png,mask-11_hflip_rot315.png,val
3300,image-11_hflip_rot300.png,mask-11_hflip_rot300.png,val
2970,image-11_hflip_rot270.png,mask-11_hflip_rot270.png,val
1980,image-11_hflip_rot180.png,mask-11_hflip_rot180.png,val
330,image-11_vflip_rot30.png,mask-11_vflip_rot30.png,val
495,image-11_vflip_rot45.png,mask-11_vflip_rot45.png,val
660,image-11_vflip_rot60.png,mask-11_vflip_rot60.png,val
990,image-11_vflip_rot90.png,mask-11_vflip_rot90.png,val
3630,image-11_vflip_rot330.png,mask-11_vflip_rot330.png,val
3465,image-11_vflip_rot315.png,mask-11_vflip_rot315.png,val
3300,image-11_vflip_rot300.png,mask-11_vflip_rot300.png,val
2970,image-11_vflip_rot270.png,mask-11_vflip_rot270.png,val
1980,image-11_vflip_rot180.png,mask-11_vflip_rot180.png,val
242,image-22_vflip.png,mask-22_vflip.png,val
264,image-22_hflip.png,mask-22_hflip.png,val
660,image-22_rot30.png,mask-22_rot30.png,val
990,image-22_rot45.png,mask-22_rot45.png,val
1320,image-22_rot60.png,mask-22_rot60.png,val
1980,image-22_rot90.png,mask-22_rot90.png,val
7260,image-22_rot330.png,mask-22_rot330.png,val
6930,image-22_rot315.png,mask-22_rot315.png,val
6600,image-22_rot300.png,mask-22_rot300.png,val
5940,image-22_rot270.png,mask-22_rot270.png,val
3960,image-22_rot180.png,mask-22_rot180.png,val
660,image-22_hflip_rot30.png,mask-22_hflip_rot30.png,val
990,image-22_hflip_rot45.png,mask-22_hflip_rot45.png,val
